log_revenue_cat,log_reward_cat,log_trip_length_cat,log_customer_score_cat,log_person_age_cat,support_interactions,person_gender,entity_type,channel,agent_id,product_id,claim_status,region
3,1,1,1,2,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,2,1,1,2,0,08f27188,type_b,web,agt_0005,TravelShield Premium,0,Southeast Asia
4,1,3,2,2,2,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
4,1,3,1,2,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Europe
3,2,3,1,2,0,08f27188,type_b,web,agt_0002,TravelShield Basic,0,Southeast Asia
2,1,2,1,2,2,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,1,2,2,3,2,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,1,2,2,2,2,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
2,1,3,1,2,3,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
4,3,2,2,3,2,08f27188,type_b,web,agt_0005,TravelShield Plus,0,Southeast Asia
3,1,3,1,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
3,3,3,2,2,2,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Southeast Asia
3,1,3,2,2,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
4,4,4,2,2,2,08f27188,type_b,web,agt_0005,SecurePlan Annual Lite,0,Southeast Asia
3,1,2,1,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Oceania
3,3,3,1,2,1,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,North America
3,1,3,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
5,4,4,2,3,0,08f27188,type_b,web,agt_0005,SecurePlan Annual Lite,0,Southeast Asia
4,4,3,1,3,3,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Europe
3,1,2,2,2,0,9b2d5b46,type_a,web,agt_0004,SecurePlan OneWay,0,East Asia
4,4,4,2,2,2,f67ab10a,type_b,web,agt_0005,SecurePlan Annual Lite,0,Southeast Asia
3,1,3,1,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan OneWay,0,Southeast Asia
4,1,2,2,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,North America
3,1,3,1,2,2,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,South Asia
2,1,2,1,2,2,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,1,3,2,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan OneWay,0,East Asia
3,1,3,1,2,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,1,2,1,2,0,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,East Asia
3,1,2,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,South Asia
3,1,3,2,2,0,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,East Asia
3,2,3,1,2,0,f67ab10a,type_b,web,agt_0005,TravelShield Core,0,Southeast Asia
3,1,2,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
4,1,3,2,2,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
3,2,3,1,1,1,08f27188,type_b,web,agt_0002,TravelShield Basic,0,East Asia
3,1,2,1,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,East Asia
3,2,3,2,3,1,f67ab10a,type_b,web,agt_0005,TravelShield Plus,0,Southeast Asia
3,3,2,2,4,1,f67ab10a,type_b,web,agt_0006,TravelShield Value,0,South Asia
3,1,2,2,3,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,1,3,1,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,East Asia
4,1,3,2,3,3,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,North America
3,3,3,1,3,2,f67ab10a,type_a,retail,agt_0015,CruiseSafe Trip,0,Southeast Asia
3,1,2,1,2,2,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
4,4,3,2,3,1,08f27188,type_b,web,agt_0002,TravelShield Value,0,Europe
3,1,2,1,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,East Asia
4,1,3,2,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Europe
4,4,2,1,2,0,f67ab10a,type_a,web,agt_0013,TripGuard Max,0,South America
3,1,2,2,2,2,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,East Asia
3,1,3,1,2,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
3,4,3,1,2,1,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Oceania
4,4,2,2,2,1,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Southeast Asia
3,1,2,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
1,1,1,2,3,1,f67ab10a,type_b,web,agt_0009,QuickProtect 24,0,Southeast Asia
4,1,4,2,2,0,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Other
3,1,2,1,2,2,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,1,3,1,2,3,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
4,1,3,1,2,2,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Other
3,1,3,1,2,0,9b2d5b46,type_a,web,agt_0004,SecurePlan OneWay,0,Southeast Asia
3,1,3,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,1,3,2,3,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
4,1,3,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Other
3,2,2,1,1,2,08f27188,type_b,web,agt_0005,TravelShield Core,0,Southeast Asia
3,1,2,2,3,0,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,East Asia
3,3,2,2,3,1,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,East Asia
3,3,2,1,1,2,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Europe
3,3,1,1,2,0,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Southeast Asia
4,1,2,1,3,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,3,2,2,3,0,08f27188,type_b,web,agt_0002,TravelShield Value,0,East Asia
2,1,2,1,2,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
5,5,4,3,3,1,08f27188,type_a,web,agt_0013,TripGuard Annual Pro,0,North America
3,3,3,2,3,1,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Southeast Asia
3,2,1,2,3,1,08f27188,type_b,web,agt_0002,TravelShield Basic,0,Southeast Asia
4,4,2,2,2,1,08f27188,type_a,web,agt_0013,TripGuard Pro,0,East Asia
3,3,1,1,2,1,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Oceania
3,1,2,1,2,0,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,East Asia
3,1,2,1,2,2,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,East Asia
3,1,2,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,2,2,2,2,1,f67ab10a,type_b,web,agt_0005,TravelShield Plus,0,Southeast Asia
3,1,1,2,2,3,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
1,1,3,1,2,0,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
4,4,2,1,2,2,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Europe
3,1,2,1,1,0,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
3,4,2,2,2,0,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Oceania
3,1,2,1,2,3,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
3,2,2,2,2,1,f67ab10a,type_b,web,agt_0005,TravelShield Core,0,Southeast Asia
3,1,2,2,2,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
4,4,2,2,3,2,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Southeast Asia
4,1,2,1,2,0,9b2d5b46,type_a,retail,agt_0004,SecurePlan Flex,0,Oceania
3,3,2,2,3,0,08f27188,type_b,web,agt_0002,TravelShield Basic,0,East Asia
5,4,4,2,1,0,f67ab10a,type_b,web,agt_0005,SecurePlan Annual Lite,0,Southeast Asia
2,1,2,2,2,2,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
2,2,3,1,3,2,9b2d5b46,type_b,web,agt_0008,TripGuard TicketCover,0,Southeast Asia
3,1,3,2,2,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,1,3,2,3,0,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,East Asia
3,3,2,2,3,0,08f27188,type_a,retail,agt_0015,CruiseSafe Trip,0,Southeast Asia
3,1,3,2,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,East Asia
3,3,2,1,2,1,08f27188,type_b,web,agt_0002,TravelShield Basic,0,East Asia
4,1,4,2,2,3,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Europe
4,3,3,3,4,0,9b2d5b46,type_b,web,agt_0002,TravelShield Value,0,Oceania
3,1,2,1,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
4,1,2,2,2,0,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,North America
3,4,3,2,3,1,08f27188,type_a,web,agt_0013,TripGuard Pro,0,Oceania
4,1,2,2,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
3,1,3,1,2,0,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,East Asia
3,2,2,1,1,2,08f27188,type_b,web,agt_0005,TravelShield Core,0,Southeast Asia
3,1,3,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
3,1,2,1,2,2,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,2,3,1,2,2,f67ab10a,type_b,web,agt_0005,TravelShield Core,0,Southeast Asia
3,4,3,1,2,2,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Southeast Asia
3,3,2,2,3,2,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Oceania
4,1,3,1,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Europe
4,4,2,2,3,1,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Oceania
4,3,3,1,1,1,08f27188,type_b,web,agt_0005,TravelShield Plus,0,Southeast Asia
4,1,1,2,2,0,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,North America
5,4,4,2,1,2,f67ab10a,type_b,web,agt_0005,SecurePlan Annual Lite,0,Southeast Asia
3,1,2,1,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,East Asia
3,1,2,1,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,East Asia
3,2,2,2,4,1,08f27188,type_b,web,agt_0005,TravelShield Core,0,Southeast Asia
3,1,1,2,3,0,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
3,1,1,1,2,2,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
4,3,2,2,1,0,08f27188,type_b,web,agt_0005,TravelShield Core,0,Southeast Asia
3,3,2,2,4,2,f67ab10a,type_a,retail,agt_0011,SecurePlan Standard,0,Southeast Asia
3,2,2,2,3,2,08f27188,type_b,web,agt_0002,TravelShield Basic,0,Southeast Asia
3,3,2,2,3,1,08f27188,type_b,web,agt_0002,TravelShield Basic,0,East Asia
3,1,2,1,2,3,9b2d5b46,type_a,web,agt_0004,SecurePlan OneWay,0,Southeast Asia
3,1,4,2,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,1,2,2,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
3,3,2,2,3,0,08f27188,type_b,web,agt_0002,TravelShield Value,1,East Asia
4,1,1,1,2,0,9b2d5b46,type_a,web,agt_0004,SecurePlan OneWay,0,East Asia
2,1,1,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
2,1,3,1,2,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,1,1,1,2,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,South Asia
3,3,3,2,2,0,f67ab10a,type_b,web,agt_0005,TravelShield Plus,1,Southeast Asia
1,1,3,1,3,1,9b2d5b46,type_b,web,agt_0008,TripGuard TicketCover,0,Southeast Asia
3,1,2,1,2,3,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,3,3,2,3,2,f67ab10a,type_a,retail,agt_0015,CruiseSafe Trip,0,Southeast Asia
4,1,2,1,1,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,North America
3,2,2,1,3,0,08f27188,type_b,web,agt_0005,TravelShield Plus,0,Southeast Asia
4,3,2,1,2,1,f67ab10a,type_b,web,agt_0005,TravelShield Core,0,Southeast Asia
3,1,1,1,3,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
3,1,2,2,2,3,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
1,1,2,1,2,2,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
3,3,2,1,2,2,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Southeast Asia
2,1,3,2,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
4,1,3,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
4,4,2,2,3,1,08f27188,type_b,web,agt_0002,TravelShield Value,0,North America
4,4,2,1,2,2,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Europe
3,3,3,1,1,0,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Southeast Asia
2,1,2,1,1,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
4,1,3,1,2,0,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Other
2,1,3,1,2,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,1,1,2,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
2,1,2,1,2,3,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,1,1,1,3,2,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,1,3,1,2,2,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
3,1,3,1,2,3,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
4,1,3,2,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,East Asia
3,1,2,1,2,0,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,East Asia
3,1,2,2,3,2,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Other
3,3,2,1,2,0,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Southeast Asia
3,1,3,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
3,4,3,1,2,2,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Europe
3,3,3,1,2,0,08f27188,type_b,web,agt_0002,TravelShield Basic,0,East Asia
3,2,3,1,1,0,f67ab10a,type_b,web,agt_0007,TravelShield Value,0,Southeast Asia
3,3,2,2,3,0,f67ab10a,type_a,retail,agt_0015,CruiseSafe Trip,0,Southeast Asia
3,1,2,2,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
3,1,3,2,3,2,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,East Asia
3,4,4,1,2,1,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Southeast Asia
3,3,2,2,3,1,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,East Asia
3,1,2,1,1,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,North America
4,1,3,2,2,2,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
3,1,3,1,1,1,9b2d5b46,type_a,web,agt_0004,SecurePlan OneWay,0,North America
3,1,2,1,2,0,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
3,1,3,2,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,South Asia
2,1,3,1,1,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,3,2,1,2,1,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Southeast Asia
2,1,3,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
2,1,3,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,2,2,2,2,0,08f27188,type_b,web,agt_0005,TravelShield Core,0,Southeast Asia
3,1,3,2,2,2,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,East Asia
4,4,3,2,2,0,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Europe
3,1,3,1,2,2,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
4,3,2,1,2,1,08f27188,type_b,web,agt_0005,TravelShield Core,0,Southeast Asia
3,1,3,2,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
4,1,3,1,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Europe
3,2,3,2,3,0,f67ab10a,type_b,web,agt_0002,TravelShield Basic,0,Southeast Asia
3,1,3,1,2,0,9b2d5b46,type_a,web,agt_0004,SecurePlan OneWay,0,East Asia
4,4,3,2,3,1,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Europe
3,2,2,1,2,1,f67ab10a,type_b,web,agt_0005,TravelShield Plus,0,Southeast Asia
2,1,3,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
4,3,3,2,2,3,08f27188,type_b,web,agt_0005,TravelShield Core,1,Southeast Asia
3,3,3,1,2,3,f67ab10a,type_b,web,agt_0002,TravelShield Basic,0,Southeast Asia
2,1,3,1,1,2,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
4,4,2,2,2,3,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Middle East
3,1,2,1,3,2,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
5,5,4,3,3,0,08f27188,type_a,web,agt_0013,TripGuard Annual Lite,0,North America
3,1,3,1,2,2,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
3,1,3,2,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
3,3,4,2,3,0,f67ab10a,type_a,retail,agt_0000,SecurePlan Standard,0,Southeast Asia
3,1,2,1,2,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
3,2,2,2,1,2,08f27188,type_b,web,agt_0005,TravelShield Core,0,Southeast Asia
3,1,2,1,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
3,3,3,1,2,1,f67ab10a,type_a,retail,agt_0011,SecurePlan Standard,0,Southeast Asia
3,1,3,2,2,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
3,3,3,2,2,3,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Europe
3,1,2,1,2,2,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Oceania
3,1,2,1,3,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
2,1,3,1,2,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
2,1,1,2,2,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
1,1,3,1,3,1,9b2d5b46,type_b,web,agt_0008,TripGuard TicketCover,0,Southeast Asia
3,1,2,2,2,2,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,2,2,2,3,2,08f27188,type_b,web,agt_0002,TravelShield Basic,0,Southeast Asia
3,3,2,2,2,1,08f27188,type_b,web,agt_0002,TravelShield Basic,0,East Asia
4,4,4,2,4,2,08f27188,type_b,web,agt_0005,SecurePlan Annual Lite,0,Southeast Asia
3,1,2,1,2,3,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,East Asia
3,2,3,1,2,2,08f27188,type_b,web,agt_0005,TravelShield Core,0,Southeast Asia
3,1,4,1,2,2,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
3,2,4,1,2,0,f67ab10a,type_b,web,agt_0002,TravelShield Basic,0,Southeast Asia
3,1,3,1,2,2,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
3,1,3,1,2,0,9b2d5b46,type_a,web,agt_0004,SecurePlan OneWay,0,South Asia
1,1,3,1,3,1,9b2d5b46,type_b,web,agt_0008,TripGuard TicketCover,0,Southeast Asia
3,1,3,1,1,0,9b2d5b46,type_a,web,agt_0004,SecurePlan OneWay,0,Southeast Asia
3,1,3,1,2,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Other
3,1,2,1,2,0,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
3,3,3,1,3,3,f67ab10a,type_a,web,agt_0003,TravelShield Value,0,Southeast Asia
3,1,2,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,1,1,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
4,3,2,2,1,1,08f27188,type_b,web,agt_0005,TravelShield Plus,0,Southeast Asia
3,3,3,1,1,1,08f27188,type_b,web,agt_0002,TravelShield Basic,0,East Asia
3,1,1,1,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan OneWay,0,Southeast Asia
4,1,2,2,2,3,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Oceania
3,2,2,2,3,1,f67ab10a,type_b,web,agt_0005,TravelShield Plus,0,Southeast Asia
1,1,3,2,3,1,9b2d5b46,type_b,web,agt_0008,TripGuard TicketCover,0,Southeast Asia
3,3,2,1,2,2,08f27188,type_b,web,agt_0005,TravelShield Plus,0,Southeast Asia
3,2,2,1,2,0,f67ab10a,type_b,web,agt_0005,TravelShield Core,0,Southeast Asia
4,1,2,2,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,North America
2,1,3,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,1,1,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,1,2,2,3,3,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
4,4,2,2,3,1,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Oceania
3,3,2,1,2,0,f67ab10a,type_a,web,agt_0013,TripGuard Plus,0,Southeast Asia
4,3,3,2,2,1,08f27188,type_b,web,agt_0005,TravelShield Plus,0,Southeast Asia
3,2,2,1,2,2,08f27188,type_b,web,agt_0005,TravelShield Core,0,Southeast Asia
3,3,1,2,3,1,08f27188,type_b,web,agt_0002,TravelShield Value,0,Southeast Asia
3,3,3,2,4,1,f67ab10a,type_b,web,agt_0006,TravelShield Value,0,South Asia
3,3,2,1,3,4,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Southeast Asia
2,1,3,1,2,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
1,3,3,1,2,2,f67ab10a,type_b,web,agt_0002,TravelShield Value,0,East Asia
3,2,2,2,1,2,08f27188,type_b,web,agt_0005,TravelShield Core,0,Southeast Asia
3,1,2,1,2,2,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,3,3,3,4,2,f67ab10a,type_b,web,agt_0006,TravelShield Value,0,South Asia
2,1,1,1,2,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
2,1,2,1,2,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,1,2,2,2,0,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
3,1,1,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
2,2,2,1,1,0,f67ab10a,type_b,web,agt_0005,TravelShield Core,0,Southeast Asia
3,1,2,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,South Asia
3,1,2,1,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
3,1,1,2,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan OneWay,0,Southeast Asia
4,1,3,1,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan OneWay,0,Other
3,1,2,2,2,2,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Other
2,1,3,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
3,1,2,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
4,4,2,2,2,0,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Europe
3,1,4,2,2,2,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Other
4,4,3,3,4,0,f67ab10a,type_b,web,agt_0006,TravelShield Value,0,South Asia
4,4,3,2,3,3,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Other
2,2,2,1,2,1,f67ab10a,type_b,web,agt_0005,TravelShield Core,0,Southeast Asia
3,1,2,1,2,0,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
1,4,3,1,2,0,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Europe
3,1,1,1,2,1,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
3,3,3,1,1,2,f67ab10a,type_a,retail,agt_0000,SecurePlan Standard,0,Southeast Asia
3,1,3,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,East Asia
2,1,4,1,2,1,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
3,3,4,1,3,1,f67ab10a,type_b,web,agt_0002,TravelShield Basic,0,Southeast Asia
3,1,2,1,2,0,9b2d5b46,type_a,web,agt_0004,SecurePlan Flex,0,Southeast Asia
3,3,2,1,1,2,9b2d5b46,type_a,web,agt_0001,DriveSafe Rental Addon,0,Southeast Asia
3,1,2,1,2,2,9b2d5b46,type_a,web,agt_0004,TripGuard Cancel,0,Southeast Asia
